commentText,Labels
So so so yummy and tasty,2
"I Loveeeeee Alloo Paratha, bt mai na aloo ko pahle hi chhil kar tab boil krti hun,, lekin dhaniya powder nhi dali kv ,, aaj shaam me pakka apke jaisa dhaniya powder mila kr  aloo paratha bnaungi & sab mil kar khayenge ,, U R GREAT MAM,,",4
thanks mam its so easy....,5
nice Nisha mam i love ur voice aap bolte hue bhut cute lgte ho love you so much,4
Wow it looks very testy I like it,2
super ammaji.........swadist paranthas sikhaye aapne hamare liye........shukriya,5
stuffed paratha,6
"thank u mam for the tasty recipes......
ur hand is like magician",5
nice,3
mam you are too cute ..love you so much,4
mash krny k liay kanta istamal kryn tou achy sy hoty hyn,6
Testy,2
nyc,3
waaaooo mam yummy my fav ..,2
"Aloo ki paratha uff ..... I liked it sooooo much 
specially dis aloo ki paratha  recipe 
I can take this Paratha to skool, picnic everywhere I loved it soo much 
THANK YOU NISHA MAM",5
great good recipe,2
I have watched many videos on how to make paratas.This is a very nice video I have ever watched. Thank you mam,5
"my mom made the cheese paratha, and It was awsome and the same expression for this too. Thank you mam for sharing your recipes. thank you very much.â˜ºðŸ‘ŒðŸ‘",1
aalo tikki,6
tq mamðŸ‘ðŸ‘ðŸ‘ðŸ‘,1
osm video,3
Best aloo paratha recipe,2
mam u are the best,4
wow mam very yummy paratha,2
aunty got skills man,4
Maine aap ki recipe try ki but tasty bne.thnx medam,5
Easy recipe I'm going to try,2
WOW!!! Ham hamari gharpe Aloo Paratha banana try korengge. Thank you Nisha ji.,1
"Yummy...
love to eat aloo paratha..",2
mam you are the best Agar mujhe kuch bana hai tho main apke channel pe hi dekhti hu your kids are great that they get so good food to eat thanks for the recipe,4
wawa,3
this Recipe is very nice,2
aunty u r great,4
and I am from Dubai i see it vidios,6
I love it,6
verry verry verry verry verry verry verry verry verry Nice,3
ma'am ur voice is so cute and sweet.......,4
thank u madam,1
easy way to make yummy parashtas,2
thanks mam itne testy pratho ki recepi btane ke liye I really like it so yummy uuummuuaa mam,5
mam apke recipes mujhe aur meri mom ko bhaut achhi lagti hai.mam  aap bhut achha explain karti hain.......ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹,4
hiiii .Nisha ji   .mai aap Ki bahat badi faaaaan hun.aap Ki recipe hamesha bahat ache rahte...keep it up mam.,4
"It is so nice , wow ! Thank's",6
"hii Nisha MAM
I'm Adeeba Shamsi from KOLKATA 
I and my mother saw your RECIPE we loved it ,it was so yummy and so delicious
I have also saw your French fries that was also so crispy and ummm nice 
Your all RECIPE r soo gud
THNX 4 MAKING SUCH A BEAUTIFUL RECIPE",5
nisha memâ¤ðŸ™aap best ho sach both ku6 seekha aapseðŸ˜Š,4
good,3
I like this recipe,2
Nisha mam luv u,6
"madam,your style of teaching is so nice and your voice is also very nice.. thank you",5
kitna aacha smjate h ap,4
heyyyy thankyou nisha ji partha is tooo good my hubby given me a compliment ...........,1
hello aunty my aaj iss recipe ko b try kari hu per my tho nahi khaiyi hu mere husband ko lunchme rakara di dekana hai kya bolthe ki ......now am waiting for compliment from my hubby,6
aap bahut aache se samjhati h thanks me ye recipi try karungi,5
So tasty yum yum yum,2
itna jyada atta aur itne kam aloo....,6
"She looks and talks like one of those gold hearted aunties that you can rarely see in your neighbourhood. Btw, felt like my mom taught me through YouTube.",4
thanks tai,1
Thank you so much aunty. aap ki recepi follow karke mene alu paratha banayi  or mera husband ne bohot pasand kiya hai. love you aunty.,1
Nishaben. Aluparatha. is. very. niceðŸ‘ðŸ‘ðŸ‘,2
very good,3
I like is aloo paratha I am First time aloo Partha bohot accha bana is a very Thank you,1
like u,4
gobi ke parathaâ˜º,6
Thanks Mam,1
hlo mam apki raspei mujhe bhut pasand aati h mujhe jab b kuch bnana hota h to Mai apke vedeo dekhti hu thanks mam apne mujhe khana bnana sikha diya,5
dreckige schluch skype:KansRack,6
no reply for my message:(,6
"thankyou i have learnt a lot from you 
i really love the way you explain all the steps in easy ...",5
very good parate,2
Thanks,1
Good,3
aalu paratha mujhse hamesha phat jata hai plz kuch sahi tarkeeb bataiye,7
"so nice,easy & tasty receipe",2
"love the way she talks , teaching like a mother  <3",4
using more oil... now a days no one wil prefer more oil in any recipes...dont mind please...,6
wow..... I just learn how to cook all this from you... it's awsm... thanks,5
Awesome,3
very tasty maza aa gaya,2
G8 video...just to ask have you used Red atta or White atta ??,5
thnk u very much ........it was too helpful.......keep uploading....ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,1
nice,3
I try that and  I successful,6
didi hari methika paratha kese banate he,6
paratha super mam,2
good,3
so swt,4
aunty is soo sweet ðŸ˜˜,4
u make it sound very easy.... moreover ur videos  encourage an amateur  to cook. I use to hate  going in d kitchen but  ur cooking skills  made  me conquer  my fear.  Thank You nisha ji.  u r a savior,5
Super recipe thanku,5
wow,3
tastyðŸ˜œðŸ˜œ,2
Mai bhaut badhi fan ho Kyu ki aap accha cooker hai apaka dish tasty hohta hai,4
hi didi,6
wow super,3
your recipes are so yummy maam,2
nice videos,3
nice mam,3
wow,3
mam app ingredients jo vhaiye neeche likh dijiye topic ke saat asani hogi,6
i want to add a tips if nisha madam permits........i had just grated all boiled potato and mix all other ingredients and it helps me to make good semi chunky and smooth mix..and quite helpful in rolling chapatis...,6
really amazing madam... me kelet try khup chhan banlet,4
mam yu are very expert....the worst thing  for me is the rolling proces its very hhard,4
"thnx mam....
ðŸ‘ŒðŸ‘Œ",1
so testy recipe love it so much.,2
bahat acha recipe hai,2
thank you Madam....this really helped for people like us who are out of India and have not many options to eat....i tried and it is delicious!!!,5
nice aloo ke parathe Nisha Maa,2
I tried this and it turned out very tasty thankyou for the recipe nisha ms,5
thnx a lot mam ur recipe helped me lot n was vry tasty when I prepared it.I love aloo paratha n dono how to prepare but de way u explained was too easy thnx,5
"Thanks Nishaji. Meri mom ko bilkun pasand nahi the parathe, par  ye recipe dekhkar jab maine banaye...toh mom ko itne pasand aaye ki ab phir banane ke liye bol rahi hai.
BOHOT HI ACHHE BANE THEðŸ˜‹ðŸ˜‹",1
you explain very clearly,4
"its really super mam.....thankssss
all your recipes are super....",5
"hello nisha,ive tried ur alo paratha n it was just awesome,i just love u n ofcourse ur recipes.",5
Mam masala kya roasted he?,7
Lot of Oil,6
Your cooking is very well,4
wow mam it is amazing & ur so sweet mam thank you for delicious recipes.: ),5
yummy recipe,2
ok,6
nice way u present...... i like u r way of lang.............,4
great mam...... think you so much mam ............. so nice,4
main parathe Daba k badha rahi thi mera alu bahr nikal gaya... aur alu parathe kharap ho gaya..ðŸ˜­,6
Thank you ma'am thank you so...much ðŸ˜Š,1
veritys of parathas  on youtube,6
Thank you mam. ðŸ˜Š,1
"You have a motherly approach to teaching us how to cook. :) A really beautiful, feel-good factor when watching this video and I found myself smiling throughout it. Thank you so much.  :)",5
thanks,1
hi ma'am i made this paratha it was tasty... but one mistake was ther that was saltðŸ˜Š,6
Thanks so much,1
Very nice,3
aunty namaÃŸte my mom loves you,6
thank u 4 this,1
thanks,1
nice,3
thank you nishaji for a neat explanation. ...,5
allu paratha me pyas or garlic dalne se acha lagega kya,7
very nice nisha ji,3
good,3
Hi ma'am... i luv ur recipes... i really like n enjoy it... for every recipe I'll follow u only thanku ma'am for recipes... I'm learning how to cook foodðŸ˜Š,5
very testy,2
just awesome,3
nice nisha,3
aapka watsap no plz,6
aap mujhe bahut acche lagte ho or aapki recipe bhi,5
"I am Seriously in Love With You And Your Receipes .. <3
Much Respect From Pakistan .. :)",4
very easy,2
aaj ka taja khabar India news,6
Very good mam,3
mam paratha very nice thanks,5
nice,3
tried it. it came perfect,6
yum yum ðŸ˜šðŸ˜ðŸ˜,2
It's very easy to make prathaaa. thnk u mam for your recipe..,5
I love,6
excellent cook and explain,4
madam...you r the best...better then sanjeev kappor,4
aapko bahut bahut shukriya mam,1
awesome Nisha ji,3
already guna hua atta use kr sktr h kya plz reply,7
mam bahat achha laga try kar ke,6
The way she smile and talk is like my mother is talking very cute she is god bless you.,4
"mein abhi banaungi..will know you the result mam...
thank you",1
nice mam thankyou,5
I like that,6
meri wife ne patta gobhi ke parathe banaye lekin usme se stuffing bahar aa rahi thi wo thik se bel bhi nahi rahe the. aisa q?,7
hiii nisha ji,6
Loved it,6
now I want one,6
pizza me oregano or mix hubz in mese kya dalna chaiye.kya dalne se zyada acha rahega.,7
Aunty poora material bahar aa jata h belte time.. Mjhe cooking achhe se nhii aati.. Apki saari recipes bht simple or achhi hoti h par aloo paratha nhi bn paa raha aapke jaisa pls help,7
nishaji agar koi reshipes banati ho to turant apki reshipes  dekhti hu.koi dikat bhi nai hoti.aor ap simply  sab batati hai.,5
can u show how to make soya chuncks ?,6
Bahut tasti aur Bahut mazedaar.,2
thanks Nishaji maine aap k bahot recipes banaye hai. bahot tasty banta sb. hum sb ki dua aap ko.,5
"great mam , thank you so much.... u cleared all my doubts....",5
yummy ðŸ˜Š,2
Thanks. ...,1
nice mam,3
Didi aap jo receipe  bola tha na also ke parathen ham ghar par try  kiya mere family  members  jo bahut pasand aye  thanks alot .,1
you are so sweeet nishaaa g.. love u,4
thank you,1
love you mem,6
ANS THANX FOR THE TIPS,1
NYC RECEPIE MAM,2
I love to watch  your recipes .thank u mam,1
"Thankx for guiding mam
I love your all recipes man",5
Your recipes r very nice maam,2
mam aap bahut achha batate h aapki video bahut achhi hoti h or asani se smz aa jata h,5
nice very nice paratha anti.,2
mam apka video accha laga,3
Biryani,6
mera ek sawal hai Nisha ji ki paratha ka Aata raat ko goond kar fridge mai rakhe jaye aur subhan banaya jaye to chalega,7
Mujha khana banane ka shauk bahot hai lakin kitche apliancepura nahi hai,6
ekdam easy ...i luv your recipe mam,2
i am Fan of your,4
nice receipe  allðŸ‘Œ,2
thank you dd,1
patta gobhi paratha,6
Ma'am mere parathe hamesha tut jate h aaur bht mote bante h plzz suggest me something :-(,7
thunk u,1
too good,3
"Hii, mam roti ki recipe bahut badhiya hai. thx.",1
great.,4
Thanks Mam U r the best ðŸŒ¹,5
"Fantastic Nisha g â˜º
Very nice recipe, 
Thank you so much.",5
Very nice,3
wonderful,3
it's too good...,3
nice paratha lovely,2
nice aunty thanks,1
excellent recipe and very well taught,5
very super,3
Nice recipie,2
U r the best aunty ji. I made and loved your paratha. You take care of your health and keep posting all these good food tricks. thank you.,5
THIS PAROTA IS VERY NICE THAMK FOR YOUR GUIDLNESS,5
Thanks Nisha maa,1
nice recipe ðŸ˜ƒðŸ˜ƒ,2
very nice,3
hello mam thanks for guiding but mere paranthe hamesha center mein se mote kyu bante hai. plz guide me,5
Nice,3
aapki resipi bhut achhi lgi mene BH try ki bilkul Ã apke jesa,2
nice,3
thanks a lot. i tried a lot before so many times..but everytime the preparartion was something wrong. but after watching dis it came out perfectly..all liked a lot. .thanks mam,1
"Very good N well explained, Thanks",5
Thankx mam,1
"aunty ji you r to good 
jb meri shadi hogi m apni wife ko apke pas bhejunga plz usko bhi SB kuch sikha dena",4
very nice,3
aj fir try kia mam.. but pure belan per tawe per aloo ki stuff fel gyi.. nahi bane mam...,6
me 10 bar try kr chuki hu..her bar belne per aloo parathe se bahar aajete he...apk jesa nhi Banata paratha,6
so much,6
love u mam,6
wow very nice mam,3
plz ap mujhe atte ke sath  gunth ke Ji aloo ke parate bante h WO recipe batye plz,6
yummy paratha,2
hi madam very nice parata and also yours cooking explain style is assume madam. I did  some recipes madam all r very   nice thanq madam. keep cooking.,5
Mam I made this for dinner and my hubby just loved it thank you so much for this tasty easy recipeðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ‘ðŸ‘ðŸ‘,5
superb video,3
thank you,1
so nice nisha madam,3
agr aalu geela ho jaaye to kya kra jaaaye,7
nice recipe mam luv u,2
very good video ma'am. and your small small tips are useful.,5
super,3
"superb madam aap bahut accha seek rahi his. thank u.,ðŸ˜ƒ",5
I want to cook stuffed naun,6
very nice,3
Too much oily..Its good for children I guess.,6
Apka sikhane ka tarika bahut hi badiya he,4
it came out very tasty thank u,5
wow,3
good receips,2
very easy to make,2
u r awesome mam,4
ajay,6
Very tasty madam,2
thaks u mother,1
my ne aloo ka paratha banaya acha bana tha thankx,1
u r awesome .. now i  m trying to do this,4
love ur recipes,2
zabrdastâ¤,3
Aapki voice bahut aachi hain,4
I tried this and it turned out very yummy,2
Namaskar madam yesterday aalo parotha banye bohot hi acchye huye thanks mam I love u,1
nice,3
very nice madam,3
"nice... made it today,describing language was so sweet",5
very nice glad to see that your channel is growing :D,6
so sweet...,4
wow thank u mam mene aj try kie and so yummy thnk u,5
Thanks it helped me a lot,1
ek aur chiz your food is better than my mom.,4
"hi madulika mam I love your recipes am only 15 years old and i try to cook everything. you make in you your videos.
sometime I will do all the things perfectly but sometimes messed up.",6
hi,6
1 million subscribe rs ðŸ‘ðŸ‘ŒðŸ‘Œ,6
very nice mam,3
thanks mam,1
Madam ji I love it..,6
hum isme matar pyaj bi daal shkte h na mam,7
paratha  recipes  bahut acchi  hai,2
yummy recipe,2
"I love the way she explains like a mom,mam ur receipes help to cook being miles away from home",5
well done,4
"aap ka recipe mujhe bahut pasand aata h
or aap vi...thanxs vedio recipe upload karne ke liye",5
hi,6
Its very tasty,2
Nice recipe,2
Wow,3
mere husband ko bhi aapki recipe bahut pasand hai,6
Please share  your new recipe of Cake without egg.,6
please make egg Parantha Nisha mam,6
Thank u mam,1
Mam aapki har chiz bnaati ho mei aasaani se seekh jaati hu mere husband ko bhi ab har recipe achhi lagti hei,6
good recipes,2
wow aunty great...really like parata,5
hi nisha ji aloo parathe bohot acha bane hain apki recipes se bohot help milti hai thank you,1
we tried your recipe of aloo ka paratha we did well in accordance of said direction but unfortunately the edges of our prepaid paratha became very thick and bulky so my aunt is going to prepare another paratha ad usually the way of Pakistani custom and direction for a delicious Pakistani made should Desi ghee paratha. but anyhow your other recipes are wonderful and awesome.,5
waaaaaaoooo mem aap kitna testy khana banate h thanks mujhe aapki recipe se bahut help mili,5
nicccc.....,3
nice yummy,2
"very easy and swadist 
thanks aunty",5
good and easy.....thank u aunty,5
super ALU porota,2
good,3
I love your recipes,2
aunty g I love u.. u r great thanks,5
is it all purpose flour or wheat flour,7
v beautiful. Ur kitchen,6
"Nishaji, if I want to do with left over dough is it come as nicely like urs",6
hello mem bobay ice halwa banana shikhai.. mene kai bar banaya. lekin soft hi rahta he. pl.. mem..,6
waooo superb,3
cute voice.. Bhahut ache banaya paratha aapne.,4
hello  mam  kya  wheat  k ata  ki  jagah hum maida  use  kar  sahkte  ha  please  mam  tell me,7
Woww,3
"heyy aunty g....
u r so sweet......",4
Hello aunty ji...how are you?  I love da way u explain ðŸ˜Š,4
"we r going to open a resturent , so its helpful for us to learn from these recipes .........",6
very nice ,3
"Hmmm,aloo ka paratha my favourite thks mam ðŸ˜ƒðŸ˜ƒ",1
very useful simple method..thank you  ...,5
what if we dont have mango powder,6
nice,3
I'm biggest fan of ur cooking,4
very nice paratha.......,2
very nice......,2
so mummy ðŸ‘ðŸ‘,6
Very nice parathe,2
very nice,3
"Absolutely Great...
Madhulika Ji...",4
Ma'am thank you so much ...,1
I guess maida is all purpose flour and ata is whole wheat flour - am i right,6
yammi yammi,2
ma'am I am ur follower and I love your every recipes...your tips are very helpful for me thank you!!,5
today I make but the potatoes stuffing coming out why so that,6
dough should be like thick right just the potatoes stuffing come out why so that,6
Nice mam,3
nice video bhenji,3
absolutely delicious.Maam can we add grated onion in boil potatoes,5
Mam I made it n it's delicious thanks,5
"garam masala is not
 necessary?",7
