StudentID,Gender,Parent_income,IQ,Encourage,Plan
249,male,76450,93,encourage,plan
250,male,34900,91,not encourage,not plan
251,female,6500,92,not encourage,not plan
253,female,63540,72,encourage,not plan
255,male,33500,90,not encourage,not plan
259,female,73260,128,encourage,plan
260,female,30960,91,encourage,not plan
261,male,30780,108,encourage,not plan
264,male,50380,69,encourage,plan
267,female,9600,85,not encourage,not plan
281,male,43100,100,not encourage,not plan
282,male,39100,73,not encourage,not plan
283,female,29430,71,encourage,not plan
284,male,37500,129,not encourage,not plan
285,female,70400,65,not encourage,not plan
286,female,19500,95,not encourage,not plan
287,male,5850,91,encourage,not plan
288,female,49280,104,encourage,plan
289,male,74250,94,encourage,plan
291,female,37800,78,not encourage,not plan
298,female,61050,104,encourage,plan
300,male,36600,92,not encourage,not plan
307,male,38700,105,not encourage,not plan
308,male,36740,71,encourage,plan
309,female,13600,92,not encourage,not plan
312,female,15800,69,not encourage,not plan
313,female,73920,110,encourage,plan
316,male,36000,124,encourage,not plan
317,male,56070,81,encourage,not plan
319,male,38720,94,encourage,plan
320,female,68200,133,not encourage,not plan
323,female,32700,97,not encourage,not plan
325,male,18300,96,not encourage,not plan
328,female,64570,89,encourage,plan
329,female,74140,99,encourage,plan
332,female,43200,77,not encourage,not plan
334,female,10300,129,not encourage,not plan
335,male,55880,113,encourage,plan
340,female,46000,72,not encourage,not plan
342,female,44730,101,encourage,not plan
343,female,47600,97,not encourage,not plan
345,female,40680,92,encourage,not plan
349,female,53020,127,encourage,plan
352,female,30300,96,not encourage,not plan
353,male,75240,104,encourage,plan
354,female,65780,104,encourage,plan
355,female,74400,107,not encourage,not plan
357,female,33770,108,encourage,plan
358,female,41500,106,not encourage,not plan
359,female,17400,73,not encourage,not plan
360,female,37800,104,not encourage,not plan
362,female,16900,95,not encourage,not plan
363,female,18000,81,not encourage,not plan
365,female,81180,126,encourage,plan
366,male,7100,107,not encourage,not plan
369,male,5000,102,not encourage,not plan
370,female,59290,90,encourage,plan
371,male,41490,107,encourage,not plan
372,male,10230,88,encourage,plan
373,male,33990,108,encourage,plan
376,male,11330,69,encourage,plan
378,female,38790,62,encourage,not plan
379,male,51040,102,encourage,plan
380,female,19800,127,not encourage,not plan
381,female,11700,140,not encourage,not plan
382,female,35400,106,not encourage,not plan
383,female,33200,108,not encourage,not plan
384,male,13950,136,encourage,not plan
386,female,35300,98,not encourage,plan
390,male,25600,63,not encourage,not plan
391,male,6400,88,not encourage,not plan
392,male,42300,93,encourage,not plan
395,female,46900,107,not encourage,not plan
397,male,60480,112,encourage,not plan
398,female,11900,96,not encourage,not plan
400,female,36180,123,encourage,not plan
404,female,61700,91,not encourage,not plan
405,female,26500,64,not encourage,not plan
407,female,51260,140,encourage,plan
408,male,28500,87,not encourage,not plan
409,male,51700,127,encourage,plan
412,female,77550,98,encourage,plan
414,female,21800,61,not encourage,not plan
417,male,44880,125,encourage,plan
420,male,40100,91,not encourage,not plan
421,male,37890,100,encourage,not plan
423,female,52110,105,encourage,not plan
429,male,49060,103,encourage,plan
430,male,69190,109,encourage,plan
431,female,77000,135,encourage,plan
432,male,71000,100,not encourage,not plan
433,male,65250,64,encourage,not plan
434,male,17550,139,encourage,not plan
435,female,41800,109,not encourage,not plan
436,male,80300,95,encourage,plan
437,male,35280,96,encourage,not plan
438,female,31800,98,not encourage,not plan
439,male,19170,75,encourage,not plan
441,male,69520,129,encourage,plan
446,female,34600,66,not encourage,not plan
448,male,39150,96,encourage,not plan
449,male,46350,95,encourage,not plan
451,female,12700,97,not encourage,not plan
453,female,52580,123,encourage,plan
455,female,30100,98,not encourage,not plan
456,female,40500,91,not encourage,not plan
466,female,48900,95,not encourage,not plan
468,male,44100,126,encourage,not plan
469,female,34000,61,not encourage,not plan
470,male,21000,74,not encourage,not plan
471,male,42840,95,encourage,not plan
476,female,47200,73,not encourage,not plan
478,male,32580,99,encourage,not plan
479,male,18270,121,encourage,not plan
485,female,14300,117,not encourage,not plan
486,female,59200,133,not encourage,not plan
488,male,57510,126,encourage,not plan
489,male,20900,74,not encourage,not plan
491,female,59040,79,encourage,not plan
492,female,58400,122,not encourage,plan
497,male,24400,62,not encourage,not plan
498,female,26500,94,not encourage,not plan
504,male,76780,80,encourage,plan
506,female,32900,109,not encourage,not plan
507,female,64350,97,encourage,not plan
508,female,35300,114,not encourage,not plan
510,male,44500,94,not encourage,not plan
511,female,62300,73,not encourage,not plan
513,male,28080,123,encourage,not plan
514,female,18100,106,not encourage,not plan
518,male,19910,61,encourage,plan
523,male,37980,92,encourage,not plan
528,female,25500,68,not encourage,not plan
529,male,60030,110,encourage,not plan
531,male,60170,97,encourage,plan
532,female,34800,105,not encourage,not plan
534,female,13300,101,not encourage,not plan
538,female,16600,88,not encourage,not plan
539,female,9400,109,not encourage,not plan
543,male,64020,115,encourage,plan
544,female,52030,127,encourage,plan
548,male,46800,79,not encourage,not plan
549,female,18100,77,not encourage,not plan
551,male,41700,106,not encourage,not plan
554,male,29810,107,encourage,plan
555,female,16390,68,encourage,plan
560,male,36300,109,encourage,plan
561,male,6930,93,encourage,not plan
562,male,42100,62,not encourage,not plan
564,male,13800,60,not encourage,not plan
565,male,37600,97,not encourage,not plan
567,male,13600,131,not encourage,not plan
569,male,39160,91,encourage,plan
570,female,34830,75,encourage,not plan
572,female,60170,136,encourage,plan
575,female,38940,94,encourage,plan
576,female,47610,72,encourage,not plan
579,female,11700,105,not encourage,not plan
582,female,68310,98,encourage,plan
584,male,42400,92,not encourage,not plan
585,female,28600,98,not encourage,not plan
586,female,31700,78,not encourage,not plan
588,male,42700,98,not encourage,not plan
590,female,6390,94,encourage,not plan
596,male,31500,86,not encourage,not plan
597,male,65560,115,encourage,plan
598,male,69600,104,not encourage,not plan
599,male,81180,110,encourage,plan
602,male,8000,97,not encourage,not plan
603,female,53900,94,not encourage,plan
604,male,25630,97,encourage,plan
605,male,64130,99,encourage,plan
606,male,65560,75,encourage,plan
609,female,51480,129,encourage,not plan
610,female,39240,136,encourage,not plan
612,female,35200,91,not encourage,not plan
613,female,39000,79,not encourage,not plan
614,female,45600,106,not encourage,not plan
615,female,6800,68,not encourage,not plan
616,female,33390,84,encourage,not plan
618,female,48840,101,encourage,plan
621,female,48780,113,encourage,not plan
622,male,33120,97,encourage,not plan
623,male,60170,94,encourage,plan
624,male,43100,102,not encourage,not plan
627,female,27700,102,not encourage,not plan
630,female,35600,91,not encourage,not plan
635,female,72490,101,encourage,plan
637,female,44200,62,not encourage,not plan
638,female,27000,109,not encourage,not plan
642,female,67600,65,not encourage,not plan
643,female,47410,130,encourage,plan
646,male,33440,114,encourage,plan
648,male,58300,121,encourage,plan
649,male,39690,107,encourage,not plan
651,female,57090,118,encourage,plan
653,female,61380,127,encourage,plan
657,female,31050,95,encourage,not plan
658,female,43560,100,encourage,not plan
660,female,48400,76,not encourage,not plan
664,female,9500,65,not encourage,not plan
665,female,39600,70,not encourage,not plan
666,female,30700,71,not encourage,not plan
667,male,62550,98,encourage,not plan
669,male,26100,69,not encourage,not plan
670,female,64130,137,encourage,plan
673,female,64240,108,encourage,plan
674,male,33120,101,encourage,not plan
675,female,44000,115,encourage,plan
678,male,35820,106,encourage,not plan
679,female,40920,107,encourage,plan
680,male,65890,103,encourage,plan
682,male,66000,121,encourage,plan
683,male,38500,109,not encourage,not plan
684,female,43400,108,not encourage,not plan
685,female,38000,66,not encourage,not plan
687,female,54450,134,encourage,plan
690,male,16100,88,not encourage,not plan
691,male,43000,81,not encourage,not plan
692,male,29600,73,not encourage,not plan
693,male,25190,136,encourage,plan
696,male,33770,63,encourage,plan
698,male,82170,108,encourage,plan
699,male,43560,74,encourage,not plan
702,male,17400,76,not encourage,not plan
706,female,53680,107,encourage,plan
708,male,33700,65,not encourage,not plan
711,female,37400,92,not encourage,not plan
712,male,68530,97,encourage,plan
714,male,47190,111,encourage,plan
717,male,51810,139,encourage,plan
719,female,46800,108,encourage,not plan
723,female,41760,101,encourage,not plan
724,male,42800,86,not encourage,not plan
725,male,55990,117,encourage,plan
726,male,55000,93,encourage,plan
727,female,37710,79,encourage,not plan
729,female,49940,103,encourage,plan
730,male,15600,93,not encourage,not plan
731,male,74250,104,encourage,plan
733,female,29700,96,not encourage,not plan
736,female,43300,106,not encourage,not plan
737,male,43010,102,encourage,plan
739,female,36300,93,not encourage,not plan
741,female,35550,119,encourage,not plan
742,male,57240,81,encourage,not plan
743,female,37700,94,not encourage,plan
746,female,30000,107,not encourage,not plan
747,female,41300,110,not encourage,not plan
748,female,67320,97,encourage,plan
754,female,43470,104,encourage,not plan
756,female,41700,104,not encourage,not plan
757,male,44190,135,encourage,not plan
763,female,43100,102,not encourage,not plan
764,male,51040,124,encourage,plan
768,male,53680,104,encourage,plan
770,female,36200,73,not encourage,not plan
774,female,51590,110,encourage,plan
776,female,28710,74,encourage,not plan
777,female,66600,95,not encourage,not plan
778,male,56070,97,encourage,not plan
779,female,10100,94,not encourage,not plan
781,female,60120,107,encourage,not plan
782,female,79750,129,encourage,plan
783,male,44990,121,encourage,plan
786,male,32300,72,not encourage,not plan
788,male,39780,92,encourage,not plan
789,male,78100,103,encourage,plan
791,female,22500,86,not encourage,not plan
792,female,26500,81,not encourage,not plan
793,female,30300,95,not encourage,not plan
794,male,37350,104,encourage,not plan
795,female,45900,70,not encourage,not plan
796,female,26000,106,not encourage,not plan
799,male,39330,114,encourage,not plan
800,female,44550,85,encourage,not plan
802,male,37620,94,encourage,plan
804,male,39200,72,not encourage,not plan
809,female,33400,120,not encourage,not plan
810,female,64570,104,encourage,plan
811,female,34600,110,not encourage,not plan
813,female,67800,102,not encourage,not plan
815,female,72100,111,not encourage,not plan
816,male,38970,62,encourage,not plan
817,female,79860,104,encourage,plan
818,male,37350,138,encourage,not plan
820,female,18500,102,not encourage,not plan
831,male,30000,88,not encourage,not plan
833,male,52360,94,encourage,plan
836,female,42460,130,encourage,plan
840,male,26730,101,encourage,not plan
841,male,16720,125,encourage,plan
844,female,14100,62,not encourage,not plan
847,male,39930,98,encourage,plan
848,female,65610,95,encourage,not plan
849,male,75900,118,encourage,plan
853,male,40600,97,not encourage,not plan
854,female,35200,91,not encourage,not plan
864,male,61270,140,encourage,plan
865,male,36000,61,not encourage,not plan
866,male,72270,115,encourage,plan
868,male,69000,98,not encourage,not plan
869,female,47900,100,not encourage,plan
870,male,38700,108,not encourage,not plan
872,female,43500,126,not encourage,not plan
874,female,29160,102,encourage,not plan
875,female,63630,73,encourage,not plan
877,female,38200,78,not encourage,not plan
880,male,75900,93,encourage,plan
881,female,61650,111,encourage,not plan
884,male,49500,100,encourage,not plan
885,male,31700,65,not encourage,not plan
886,female,30300,82,not encourage,not plan
887,male,42600,121,not encourage,not plan
888,male,38880,98,encourage,not plan
889,male,35500,100,not encourage,plan
895,male,75020,118,encourage,plan
900,female,6200,91,not encourage,not plan
902,female,68970,114,encourage,plan
905,male,44370,95,encourage,not plan
907,female,32900,65,not encourage,plan
908,male,50930,126,encourage,plan
909,male,39330,110,encourage,not plan
910,female,30200,76,not encourage,not plan
917,female,30330,98,encourage,not plan
918,male,72380,127,encourage,plan
922,female,60940,117,encourage,plan
924,male,56980,80,encourage,plan
927,female,30800,98,not encourage,not plan
928,male,42350,90,encourage,plan
930,male,14800,100,not encourage,not plan
932,female,68200,110,not encourage,not plan
933,male,55110,101,encourage,plan
934,female,33500,95,not encourage,not plan
935,female,23100,104,not encourage,not plan
937,male,33110,107,encourage,plan
938,female,43470,96,encourage,not plan
942,female,46500,68,not encourage,not plan
944,male,35200,86,not encourage,not plan
945,female,68530,110,encourage,plan
951,male,60120,136,encourage,not plan
953,male,44820,98,encourage,not plan
958,female,10000,87,not encourage,not plan
963,male,38830,101,encourage,plan
964,male,72700,92,not encourage,plan
965,female,40680,79,encourage,not plan
966,male,54670,128,encourage,plan
967,female,44880,93,encourage,plan
969,male,40900,99,not encourage,not plan
970,female,27400,90,not encourage,not plan
971,male,39200,86,not encourage,not plan
973,male,34700,78,not encourage,not plan
974,male,34800,92,not encourage,not plan
978,female,34500,89,not encourage,not plan
979,male,79970,105,encourage,plan
980,female,31230,97,encourage,not plan
981,female,28600,72,not encourage,not plan
983,female,65780,102,encourage,plan
985,male,49060,81,encourage,plan
988,female,33930,117,encourage,not plan
991,female,32310,104,encourage,not plan
992,male,35100,69,not encourage,not plan
994,female,34000,93,not encourage,not plan
996,female,28490,89,encourage,plan
998,male,69850,108,encourage,plan
999,male,57420,108,encourage,plan
1001,female,81400,106,encourage,plan
1003,male,46200,79,not encourage,not plan
1004,female,12900,131,not encourage,not plan
1005,male,67430,107,encourage,plan
1006,female,51810,109,encourage,plan
1013,female,49410,92,encourage,not plan
1014,female,12200,97,not encourage,not plan
1015,male,81400,96,encourage,plan
1019,male,82060,102,encourage,plan
1022,male,12700,92,not encourage,not plan
1023,female,80190,134,encourage,plan
1026,female,66990,131,encourage,plan
1027,female,31900,98,not encourage,not plan
1033,male,70730,124,encourage,plan
1035,female,47300,110,encourage,plan
1038,female,44440,121,encourage,plan
1040,female,48780,97,encourage,not plan
1041,male,44280,104,encourage,not plan
1044,male,55620,104,encourage,not plan
1048,male,44990,109,encourage,plan
1049,male,40200,96,not encourage,not plan
1050,female,47100,91,not encourage,not plan
1054,male,5700,104,not encourage,not plan
1058,male,72710,117,encourage,plan
1061,male,20000,91,not encourage,not plan
1062,female,31800,95,not encourage,not plan
1063,male,30100,117,not encourage,not plan
1066,female,78320,102,encourage,plan
1068,male,44600,65,not encourage,not plan
1069,male,15900,106,not encourage,not plan
1073,male,48000,96,not encourage,not plan
1074,female,39000,69,not encourage,not plan
1075,female,39500,91,not encourage,not plan
1078,male,31500,98,not encourage,not plan
1081,male,33750,105,encourage,not plan
1087,male,40300,97,not encourage,not plan
1088,female,32800,94,not encourage,not plan
1091,male,28800,107,not encourage,not plan
1092,male,17550,101,encourage,not plan
1093,male,26000,86,not encourage,not plan
1094,male,61050,124,encourage,plan
1096,male,63580,97,encourage,plan
1099,female,29000,88,not encourage,not plan
1100,male,16200,94,not encourage,not plan
1103,male,27400,64,not encourage,not plan
1104,male,36400,109,not encourage,not plan
1106,male,39160,112,encourage,plan
1107,female,44200,109,not encourage,plan
1108,male,39930,104,encourage,plan
1115,male,59900,105,not encourage,not plan
1117,female,54010,119,encourage,plan
1120,male,45300,139,not encourage,not plan
1121,male,62730,101,encourage,not plan
1122,male,48500,92,not encourage,not plan
1125,male,32500,91,not encourage,not plan
1127,male,61930,118,encourage,plan
1129,female,45650,126,encourage,plan
1130,male,40920,77,encourage,plan
1132,male,39160,126,encourage,plan
1133,male,33100,84,not encourage,not plan
1136,male,55700,102,not encourage,not plan
1137,female,47070,124,encourage,not plan
1138,female,66110,115,encourage,plan
1140,male,19300,138,not encourage,not plan
1141,female,36900,65,not encourage,not plan
1144,female,37620,76,encourage,not plan
1145,female,50050,120,encourage,plan
1146,female,44820,92,encourage,not plan
1147,male,32200,132,not encourage,plan
1148,female,34400,104,not encourage,not plan
1149,male,17400,97,not encourage,not plan
1152,female,38830,104,encourage,plan
1155,female,45100,93,not encourage,not plan
1158,female,44900,93,not encourage,plan
1159,female,36800,97,not encourage,not plan
1161,female,21300,109,not encourage,not plan
1162,male,40700,105,encourage,plan
1163,female,19140,102,encourage,plan
1164,female,5500,78,not encourage,not plan
1165,female,39300,87,not encourage,plan
1167,male,59510,98,encourage,plan
1171,male,38800,64,not encourage,not plan
1173,male,24400,117,not encourage,not plan
1174,male,52580,106,encourage,plan
1175,female,57530,140,encourage,plan
1181,female,52360,113,encourage,plan
1182,male,37350,123,encourage,not plan
1184,female,36990,134,encourage,not plan
1188,female,10200,97,not encourage,not plan
1192,female,7200,87,not encourage,not plan
1194,female,19700,74,not encourage,not plan
1195,female,44900,110,not encourage,not plan
1199,female,30200,83,not encourage,not plan
1200,female,24500,75,not encourage,not plan
1202,female,12400,63,not encourage,plan
1203,female,30420,93,encourage,not plan
1205,female,36200,95,not encourage,not plan
1206,female,47700,83,not encourage,not plan
1212,female,61710,96,encourage,plan
1220,female,34290,75,encourage,not plan
1221,male,8300,67,not encourage,not plan
1225,female,36300,126,not encourage,not plan
1229,male,33210,115,encourage,not plan
1233,male,64680,111,encourage,plan
1234,female,39000,92,not encourage,not plan
1238,male,40590,63,encourage,not plan
1241,female,22900,107,not encourage,not plan
1242,male,34300,95,not encourage,not plan
1244,female,13400,109,not encourage,not plan
1246,male,57640,123,encourage,plan
1247,female,12600,94,not encourage,not plan
1249,female,36800,117,not encourage,not plan
1252,female,62150,135,encourage,plan
1253,female,24900,76,not encourage,not plan
1254,female,53570,118,encourage,plan
1259,female,42200,105,not encourage,not plan
1260,male,61290,92,encourage,not plan
1262,male,38900,75,not encourage,not plan
1263,male,41670,107,encourage,not plan
1264,male,64350,104,encourage,plan
1265,male,46090,132,encourage,plan
1266,female,38970,97,encourage,not plan
1267,male,40590,115,encourage,not plan
1268,female,82060,99,encourage,plan
1269,male,50380,109,encourage,plan
1271,male,33500,80,not encourage,not plan
1274,male,28400,90,not encourage,not plan
1275,male,33210,105,encourage,not plan
1277,male,25000,91,not encourage,not plan
1278,female,30700,66,not encourage,not plan
1284,female,63580,130,encourage,plan
1285,female,36900,65,encourage,not plan
1286,female,8800,72,not encourage,not plan
1287,female,21600,116,not encourage,not plan
1289,male,36630,102,encourage,plan
1290,male,27500,71,not encourage,not plan
1293,female,27800,100,not encourage,not plan
1294,male,39780,62,encourage,not plan
1301,female,44200,134,not encourage,plan
1303,female,32490,87,encourage,not plan
1307,female,34380,95,encourage,not plan
1308,female,45650,101,encourage,plan
1309,male,55110,96,encourage,plan
1312,female,33300,91,not encourage,not plan
1317,female,8100,95,not encourage,not plan
1318,male,14490,60,encourage,not plan
1320,male,44550,115,encourage,not plan
1323,female,22100,101,not encourage,not plan
1326,female,31800,62,not encourage,not plan
1327,female,30300,81,not encourage,not plan
1330,female,72160,95,encourage,plan
1332,male,76670,111,encourage,plan
1334,male,30960,109,encourage,not plan
1337,female,49280,79,encourage,plan
1338,female,73040,139,encourage,plan
1340,female,49500,134,not encourage,not plan
1341,female,48700,85,not encourage,not plan
1344,female,6700,95,not encourage,not plan
1347,female,38800,109,not encourage,not plan
1351,male,37350,105,encourage,not plan
1354,male,11200,69,not encourage,not plan
1356,male,42200,87,not encourage,not plan
1357,female,22000,88,not encourage,not plan
1361,female,15300,70,not encourage,not plan
1364,male,8010,92,encourage,not plan
1366,male,34300,116,not encourage,not plan
1368,male,37900,94,not encourage,not plan
1370,female,20900,106,not encourage,not plan
1373,female,17460,70,encourage,not plan
1374,male,45760,108,encourage,plan
1380,male,52580,111,encourage,plan
1381,male,50270,125,encourage,plan
1382,female,34200,102,encourage,not plan
1388,male,58100,95,not encourage,not plan
1389,female,58520,101,encourage,plan
1390,female,43800,67,not encourage,not plan
1396,female,56790,108,encourage,not plan
1397,male,34700,73,not encourage,not plan
1407,male,48600,92,not encourage,not plan
1408,female,21000,76,not encourage,not plan
1410,male,24200,107,not encourage,not plan
1411,male,36270,97,encourage,not plan
1414,male,29600,111,not encourage,not plan
1415,female,9300,92,not encourage,not plan
1416,male,51810,106,encourage,plan
1420,female,37400,91,encourage,plan
1421,female,74360,138,encourage,plan
1423,male,13500,102,not encourage,not plan
1424,male,39960,75,encourage,not plan
1425,female,68420,86,encourage,plan
1426,male,47190,79,encourage,plan
1427,female,11900,81,not encourage,not plan
1429,male,73920,102,encourage,plan
1430,male,39160,112,encourage,plan
1431,female,39690,118,encourage,not plan
1433,male,45760,119,encourage,plan
1436,female,8690,105,encourage,plan
1437,male,6480,93,encourage,not plan
1439,female,80850,138,encourage,plan
1440,female,34900,86,not encourage,not plan
1442,female,47630,67,encourage,plan
1444,female,29700,91,not encourage,not plan
1446,female,34100,97,not encourage,plan
1447,male,42300,106,not encourage,not plan
1452,male,43000,99,not encourage,not plan
1453,female,15000,86,not encourage,not plan
1455,male,37600,101,not encourage,not plan
1456,female,16200,103,not encourage,not plan
1457,male,34700,62,not encourage,not plan
1458,female,37200,136,not encourage,not plan
1459,female,46100,72,not encourage,not plan
1460,male,56760,112,encourage,plan
1462,female,39200,89,not encourage,not plan
1463,male,51390,130,encourage,not plan
1465,female,32000,78,not encourage,not plan
1467,female,27400,102,not encourage,not plan
1468,female,27720,107,encourage,not plan
1472,female,59490,90,encourage,not plan
1474,female,55000,93,not encourage,not plan
1476,female,13600,134,not encourage,not plan
1477,female,28530,65,encourage,not plan
1478,female,48730,94,encourage,plan
1479,male,16400,94,not encourage,not plan
1480,female,22200,73,not encourage,not plan
1481,female,37620,91,encourage,not plan
1485,female,19500,96,not encourage,not plan
1488,female,7100,98,not encourage,not plan
1489,male,73800,103,not encourage,plan
1491,female,20800,107,not encourage,not plan
1492,female,24800,91,not encourage,not plan
1496,female,9500,109,not encourage,not plan
1497,female,14300,131,not encourage,not plan
1498,female,13800,81,not encourage,not plan
1499,male,17800,80,not encourage,not plan
1500,male,42210,103,encourage,not plan
1502,male,41400,93,not encourage,not plan
1503,male,35400,79,not encourage,not plan
1504,male,43890,139,encourage,plan
1505,male,56900,135,not encourage,plan
1509,female,46400,94,not encourage,not plan
1510,female,48900,100,not encourage,not plan
1513,female,48800,130,not encourage,plan
1517,male,41200,78,not encourage,not plan
1518,female,48730,114,encourage,plan
1519,male,65890,101,encourage,plan
1520,male,37350,64,encourage,not plan
1522,female,39600,77,not encourage,not plan
1523,female,5200,94,not encourage,not plan
1524,male,27720,97,encourage,plan
1525,male,52800,99,not encourage,not plan
1529,male,76450,94,encourage,plan
1530,male,46970,102,encourage,plan
1532,male,76560,104,encourage,plan
1533,female,56210,93,encourage,plan
1536,female,78980,113,encourage,plan
1537,male,30900,84,not encourage,not plan
1544,male,79530,135,encourage,plan
1545,female,36300,134,encourage,plan
1549,female,32600,66,not encourage,not plan
1550,female,27360,64,encourage,not plan
1551,female,34500,72,not encourage,not plan
1554,male,44330,101,encourage,plan
1555,female,9300,78,not encourage,not plan
1556,female,32100,92,not encourage,not plan
1557,male,52000,106,not encourage,not plan
1560,male,32310,100,encourage,not plan
1561,female,76230,103,encourage,plan
1562,male,59070,91,encourage,plan
1564,male,47400,130,not encourage,plan
1567,female,15100,76,not encourage,not plan
1573,female,33600,109,not encourage,not plan
1580,male,30510,105,encourage,not plan
1581,female,39700,124,not encourage,plan
1582,male,38390,96,encourage,plan
1583,female,46090,89,encourage,plan
1585,male,27450,73,encourage,not plan
1586,male,61160,109,encourage,plan
1588,female,29250,67,encourage,not plan
1590,male,61160,107,encourage,plan
1593,female,74580,132,encourage,plan
1594,female,31100,103,not encourage,not plan
1595,male,41760,77,encourage,not plan
1597,male,59400,121,encourage,plan
1598,male,45700,71,not encourage,not plan
1600,female,36900,109,encourage,not plan
1605,male,45990,124,encourage,not plan
1608,female,57900,117,not encourage,not plan
1609,male,47200,97,not encourage,not plan
1610,male,44000,76,not encourage,not plan
1611,male,31400,68,not encourage,not plan
1613,male,11160,109,encourage,not plan
1617,female,30690,120,encourage,plan
1623,female,31230,63,encourage,not plan
1624,female,32700,96,not encourage,not plan
1625,female,59730,102,encourage,plan
1631,female,54230,140,encourage,plan
1632,female,24300,96,encourage,not plan
1633,male,54010,64,encourage,plan
1634,male,50050,113,encourage,plan
1635,male,61800,69,not encourage,not plan
1636,male,61560,100,encourage,not plan
1637,female,6500,89,not encourage,not plan
1638,male,9570,74,encourage,plan
1640,female,12600,89,not encourage,not plan
1641,female,5300,95,not encourage,not plan
1642,female,27800,97,not encourage,not plan
1643,female,43300,70,not encourage,not plan
1645,female,7500,133,not encourage,plan
1647,male,62480,124,encourage,plan
1648,female,17500,64,not encourage,not plan
1650,female,79310,124,encourage,plan
1653,female,14000,109,not encourage,not plan
1654,male,50850,80,encourage,not plan
1655,female,49060,96,encourage,plan
1656,female,53300,106,not encourage,not plan
1659,female,53240,100,encourage,plan
1660,female,63450,120,encourage,not plan
1662,male,6900,103,not encourage,not plan
1663,male,38900,94,not encourage,not plan
1669,female,47850,84,encourage,plan
1671,male,9270,94,encourage,not plan
1673,female,30510,92,encourage,not plan
1674,male,26550,98,encourage,not plan
1675,female,40050,103,encourage,not plan
1679,male,59620,97,encourage,plan
1682,female,28260,95,encourage,not plan
1683,female,45300,87,not encourage,not plan
1687,female,13140,98,encourage,not plan
1688,female,39800,85,not encourage,not plan
1691,female,28710,104,encourage,not plan
1693,female,49500,93,not encourage,not plan
1694,female,52800,106,encourage,plan
1696,male,76450,120,encourage,plan
1697,female,11100,111,not encourage,not plan
1698,male,21100,69,not encourage,not plan
1701,male,17200,100,not encourage,not plan
1702,female,25000,66,not encourage,not plan
1703,male,45870,121,encourage,plan
1704,female,41690,108,encourage,plan
1706,female,31200,73,not encourage,plan
1708,male,22500,125,encourage,not plan
1710,female,80410,83,encourage,plan
1716,male,50700,135,not encourage,not plan
1717,female,72800,126,not encourage,not plan
1718,female,30420,108,encourage,not plan
1722,female,41580,101,encourage,plan
1723,male,77550,130,encourage,plan
1726,male,18700,68,not encourage,not plan
1727,male,69190,120,encourage,plan
1728,male,71200,88,not encourage,not plan
1732,female,7100,80,not encourage,not plan
1734,female,25900,114,not encourage,not plan
1735,female,18100,95,not encourage,not plan
1736,female,72380,110,encourage,plan
1737,female,19100,92,not encourage,not plan
1740,male,7500,92,not encourage,not plan
1744,female,66700,103,not encourage,not plan
1745,male,39000,96,not encourage,not plan
1748,male,13140,76,encourage,not plan
1751,female,35000,109,not encourage,not plan
1753,male,58850,104,encourage,plan
1754,male,14740,139,encourage,plan
1755,male,59620,132,encourage,plan
1759,male,13640,108,encourage,plan
1761,male,21690,70,encourage,not plan
1762,female,18400,106,not encourage,not plan
1764,male,78760,114,encourage,plan
1765,female,34320,104,encourage,plan
1766,male,41490,75,encourage,not plan
1768,female,39960,116,encourage,not plan
1769,female,29200,140,not encourage,not plan
1775,male,33500,97,not encourage,not plan
1776,female,46100,109,not encourage,not plan
1777,female,72270,69,encourage,plan
1778,male,39330,110,encourage,not plan
1780,male,38520,62,encourage,not plan
1783,male,36270,93,encourage,not plan
1785,female,53570,106,encourage,plan
1788,male,17280,80,encourage,not plan
1792,male,39050,107,encourage,plan
1794,female,38100,81,not encourage,not plan
1797,male,15210,95,encourage,not plan
1798,male,43900,104,not encourage,not plan
1799,male,27990,101,encourage,not plan
1800,female,56070,110,encourage,not plan
1801,male,12510,106,encourage,not plan
1802,male,39240,107,encourage,not plan
1803,male,65010,104,encourage,plan
1804,male,55990,122,encourage,plan
1805,female,47960,117,encourage,plan
1806,female,66300,94,not encourage,not plan
1809,male,54670,103,encourage,plan
1810,male,60600,102,not encourage,not plan
1812,male,28710,103,encourage,not plan
1815,female,43900,99,not encourage,not plan
1818,female,54500,72,not encourage,not plan
1822,male,38000,112,not encourage,not plan
1824,male,37170,134,encourage,not plan
1826,female,31100,60,not encourage,not plan
1830,female,39800,62,not encourage,not plan
1832,female,37800,73,not encourage,not plan
1834,female,73040,100,encourage,plan
1835,female,40500,94,not encourage,not plan
1837,male,36270,84,encourage,not plan
1838,female,38970,109,encourage,not plan
1839,male,16600,64,not encourage,not plan
1842,female,21900,61,not encourage,not plan
1844,male,16800,98,not encourage,not plan
1846,male,34900,68,not encourage,not plan
1849,female,60610,98,encourage,plan
1852,male,28980,103,encourage,not plan
1856,female,46750,99,encourage,plan
1859,male,61930,111,encourage,plan
1866,female,40900,90,not encourage,not plan
1867,female,71700,108,not encourage,not plan
1868,male,44550,128,encourage,not plan
1869,male,48100,101,not encourage,not plan
1872,female,8820,64,encourage,not plan
1873,male,32000,81,not encourage,not plan
1874,female,34200,94,not encourage,plan
1875,male,48840,125,encourage,plan
1877,male,28900,68,not encourage,not plan
1879,female,17900,86,not encourage,not plan
